latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
45.51845,10.879121,234.0,3600,Europe/Berlin,GMT+1,,,,,,,
,,,,,,,,,,,,
time,weather_code (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),winddirection_10m_dominant (°),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_max (%),relative_humidity_2m_min (%),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
19/08/1990,1,25.9,16.9,0.00,0.0,136,12.3,4.0,73,46,58,21.8
20/08/1990,3,27.6,17.3,0.00,0.0,271,16.9,5.1,78,47,60,23.4
21/08/1990,53,29.7,18.9,1.10,2.0,272,23.8,8.3,82,39,65,23.6
22/08/1990,51,25.5,15.7,0.20,2.0,96,16.3,5.2,87,36,60,21.0
23/08/1990,2,26.3,19.9,0.00,0.0,166,13.5,4.4,58,41,49,22.8
24/08/1990,0,27.1,16.5,0.00,0.0,100,13.7,4.8,74,42,55,22.4
25/08/1990,1,28.5,15.7,0.00,0.0,86,14.7,4.6,83,38,58,22.8
26/08/1990,61,26.4,18.7,8.70,11.0,77,14.4,3.8,89,53,68,22.5
27/08/1990,61,26.6,16.7,5.80,9.0,13,20.9,5.0,89,46,69,21.9
28/08/1990,51,28.8,17.8,0.20,1.0,14,15.9,5.8,78,40,60,23.3
29/08/1990,51,28.9,18.0,0.30,1.0,357,13.2,4.3,76,40,58,23.9
30/08/1990,3,28.2,17.1,0.00,0.0,306,14.5,4.6,92,39,62,23.3
31/08/1990,53,27.3,18.8,1.30,4.0,66,17.3,5.1,84,48,66,22.8
01/09/1990,63,21.7,16.4,7.30,6.0,63,14.0,5.2,88,70,81,19.1
02/09/1990,63,22.0,17.1,9.30,6.0,92,14.9,5.1,88,68,80,19.1
03/09/1990,3,23.4,16.8,0.00,0.0,292,12.1,4.7,85,54,69,20.1
04/09/1990,61,24.0,16.3,6.00,8.0,216,16.8,4.4,95,58,74,19.9
05/09/1990,53,23.5,15.1,3.30,10.0,61,15.3,4.7,98,61,81,19.1
06/09/1990,53,21.4,15.7,1.60,3.0,92,20.9,7.7,90,48,65,18.6
07/09/1990,61,20.2,14.1,5.40,7.0,70,18.4,5.8,93,58,73,17.2
08/09/1990,51,20.5,12.3,0.70,2.0,139,13.3,4.1,97,51,72,16.9
09/09/1990,3,22.6,13.6,0.00,0.0,288,11.7,4.0,79,43,58,19.0
10/09/1990,3,22.9,13.5,0.00,0.0,69,13.4,4.9,82,48,62,18.5
11/09/1990,51,20.8,13.3,0.80,5.0,82,18.6,5.5,93,50,69,17.6
12/09/1990,2,23.4,12.4,0.00,0.0,313,19.1,8.2,81,36,60,18.1
13/09/1990,3,21.6,14.2,0.00,0.0,94,17.4,5.9,82,41,62,17.5
14/09/1990,2,22.2,11.9,0.00,0.0,63,13.0,4.4,79,45,61,17.6
